Id,Title,Slug,PublishedAt,Category,ImageUrl,Summary
254,Thư của Trưởng tộc Dương Thành Chiến nhân ngày khai giảng năm học 2016-2017,thu-cua-truong-toc-duong-thanh-chien-nhan-ngay-khai-giang-nam-hoc-2016-2017-2,2016-09-01 21:12:51.000,Khuyến học - Phúc Thọ,NULL,"Chuẩn bị bước vào năm học mới, thay mặt dòng họ xin gửi tới các cháu học sinh của dòng họ Dương Văn lời chúc sức khỏe, phấn khởi bước vào năm học mới và gặt hái được nhiều thành công. Rất mong tất cả thành viên trong dòng họ chúng ta quan tâm hơn nữa công tác khuyến học, khuyến tài. Chúc các bậc cao niên sống vui, sống khỏe, sống có ích cho gia đình và xã hội. "
247,Những tấm lòng vàng của HỌ DƯƠNG VIỆT NAM,nhung-tam-long-vang-cua-ho-duong-viet-nam-2,2016-03-10 09:01:09.000,Khuyến học - Phúc Thọ,NULL,"Ban biên tập xin trích danh sách những con người có tấm lòng vàng đã tài trợ cho HỌ DƯƠNG VIỆT NAM hoạt động để chúng ta biết, trân trọng, cảm ơn, ngưỡng mộ là tấm gương giúp ta phấn đấu..."
234,Tặng quà đợt 1 năm 2015,tang-qua-ot-1-nam-2015-2,2015-09-10 07:06:04.000,Khuyến học - Phúc Thọ,NULL,"  Hôm qua, ngày 6/9/2015 ngay sau ngày khai giảng năm học mới Dòng họ Dương Văn tổ chức hai đoàn tặng quà Khuyến học, khuyến tài cho các cháu học sinh có thành tích xuất sắc trong năm học 2014-2015 và tặng quà cho các bậc cao niên năm 2015 tại Thôn Dương Hồi, Thành phố Nam Định, Thành phố Hà Nội và tỉnh Hà Giang."
244,Tết của một gia đình dòng họ,tet-cua-mot-gia-inh-dong-ho-2,2016-02-12 15:15:05.000,Nhật ký Dòng họ,NULL,"Tết là ngày hội đoàn viên của gia đình. Tết là khoảnh khắc để ta ngoái lại những ký ức đã qua. Tết là những mục tiêu của mình năm tới. Thời khắc giao thừa của năm thật háo hức, thật thiêng liêng...Chúng ta soi mình và cũng nhìn xem cuộc sống quanh ta. Ban biên tập trang Website xin đăng tết của một gia đình trong dòng họ năm Ất Mùi. Mỗi nơi, mỗi người một vẻ...Để mùa xuân đến với mỗi gia đình...Mời các bạn đón xem, cảm nhận và cùng suy ngẫm... "
257,"Lễ trao thưởng khuyến học, khuyến tài, phúc thọ năm 2015,2016",le-trao-thuong-khuyen-hoc-khuyen-tai-phuc-tho-nam-2015-2016-2,2020-08-31 10:11:47.000,Nhật ký Dòng họ,NULL,"Ngay sau khi bản qui định khuyến học, khuyến tài, phúc thọ của dòng họ ra đời thì công tác này được triển khai đồng bộ ở tất cả các nơi có người của dòng họ ta cư trú. Hoạt động nổi bật là ở quê hương thôn Dương Hồi, thành phố Nam Định, thành phố Hà Nội, tỉnh Hà Giang, tỉnh Lạng Sơn và tỉnh Hòa Bình. Nhiệm kỳ thứ nhất kết thúc, chúng ta cùng nhau xem lại  qua hai năm thực hiện 2015, 2016 để các năm tiếp theo có những hoạt động tốt hơn."
259,Giỗ tổ năm 2016,gio-to-nam-2016-2,2017-03-23 11:21:50.000,Nhật ký Dòng họ,NULL,"       Cũng kể từ khi có website dòng họ ra đời đã ghi lại những dòng nhật ký về hoạt động, hình ảnh của những ngày giỗ tổ. Ghi lại những sự kiện lớn của dòng họ ở quê hương, ở các miền, ở các lĩnh vực. Từ đó mọi người trong dòng họ càng hiểu nhau hơn, quí trọng nhau hơn. Họ kết nối tình cảm với nhau ở khắp nơi, mọi miền, ở mọi lúc, mọi nơi. Tạo nên một sức mạnh ngày càng lan tỏa và đặc biệt là lưu lại được những tư liệu quí giá cho muôn đời con cháu thuộc những thế hệ về sau…"
202,Trưởng tộc Dương Tiến Sừ,truong-toc-duong-tien-su-2,2016-11-14 10:05:05.000,Nhật ký Dòng họ,NULL,"Ông Dương Tiến Sừ, một con người đôn hậu, mẫu mực vô cùng, người có công lớn nhất xây dựng lại Tổ Đường, văn hóa tâm linh dòng tộc. Ở ông là cả một tấm lòng trong sáng hết lòng vì dòng tộc thân yêu và có sức mạnh tinh thần lan tỏa tới mỗi gia đình...Dòng họ Dương Văn sẽ đời đời ghi nhớ tình cảm, tấm lòng cao cả của ông..."
203,Giỗ tổ năm 2013,gio-to-nam-2013-2,2015-06-21 18:09:22.000,Nhật ký Dòng họ,NULL,"- Giỗ tổ dòng họ năm 2013, ngày 24 tháng  2 năm Quí tỵ có ba sự kiện lớn:
+ Điếu tế ông trưởng tộc Dương Tiến Sừ
+ Lễ tôn trưởng tộc Dương Thành Chiến và thủ nhang Dương Văn Hải.
+ Hội nghị thẩm định và nhất trí 100% bản dự thảo Gia phả Dòng họ Dương Văn và tiếp tục giao cho ông Dương Tiến Soa chỉnh sửa hoàn chỉnh, biên tập, in phát hành đồng thời triển khai Website dòng họ.
- Ngày 30/11/2013 ( Quí tỵ ) bản gia phả Dòng họ Dương Văn chính thức phát hành và Website: donghoduongvan.com ra mắt do con trai ông là Dương Anh Tuấn lập trình.
"
204,Giỗ tổ năm 2014,gio-to-nam-2014-2,2016-11-09 21:04:43.000,Nhật ký Dòng họ,NULL,"Giỗ tổ dòng họ năm 2014, Ngày 6 tháng 3 năm Giáp Ngọ có sự kiện trọng đại là dòng họ làm lễ tấu trình lên Tổ tiên bản gia phả dòng họ và Website donghoduongvan.com."
205,Giỗ tổ năm 2015,gio-to-nam-2015-2,2015-06-21 18:16:39.000,Nhật ký Dòng họ,NULL,"* Giỗ tổ dòng họ năm 2015, ngày 17 tháng 2 năm Ất mùi có hai sự kiện lớn:
- Khuôn viên đất nhà thờ dòng họ đã về nguyên trạng mảnh đất Tổ tiên trước đây để lại ( trong đó mua năm 2003 là 103,5m2, công đức năm 2015 là 192,5m2, diện tích hiện nay là 296m2. Diện tích khuôn viên này được mở rộng vượt so với năm 1860 là 101m2, đây là một phần đất của ông Dương Văn Sang trước đây ăn liền với đất nhà thờ...
"
206,Nhật ký dòng họ,nhat-ky-dong-ho-2,2016-03-05 11:06:59.000,Nhật ký Dòng họ,NULL,"Trước năm 2003 thông tin của đất nước ta vô cùng hạn chế, trao đổi,  liên lạc chủ yếu bằng con đường thư tín hoặc trực tiếp gặp nhau. Sau năm 2003, tuy rằng đất nước trên đà phát triển nhưng..."
296,Dòng họ thăm các gia đình ở tỉnh Hòa Bình,dong-ho-tham-cac-gia-inh-o-tinh-hoa-binh-2,2025-03-22 19:43:26.000,Nhật ký Dòng họ,NULL,"Ngày11 tháng 5 năm 2024, phái đoàn dòng họ do ông Dương Thành chiến trưởng tộc, chủ tịch hội đồng gia tộc, ông Dương Ngọc Tiến thư ký ban khuyến học, khuyến tài, phúc thọ và một số thành viên tại thành phố Hà Nội đến chuc thọ bà Lê Thị Hà tại gia đình. "
261,Chương trình văn nghệ buổi giỗ tổ năm 2017,chuong-trinh-van-nghe-buoi-gio-to-nam-2017-2,2017-04-07 19:51:36.000,Nhật ký Dòng họ,NULL,"Buổi lễ giỗ tổ dòng họ Dương Văn gồm hai phần, đó là phần lễ và phần hội. Trong phần hội ngày giỗ tổ năm 2017 có một chương trình văn nghệ. Đây là lần đầu tiên dòng họ đưa chương trình này vào buổi lễ và cũng từ đây mở màn cho mọi người ở các tỉnh thành chuẩn bị, lựa chọn tiết mục xuất sắc để trình diễn, giao lưu vào dịp giỗ tổ các năm tới..."
265,Giỗ tổ năm 2017,gio-to-nam-2017-2,2018-03-17 19:50:35.000,Nhật ký Dòng họ,NULL,"     Tùy theo sự kiện từng năm mà có thêm phần tế lễ, nhìn lại 5 năm qua phần lễ của dòng họ chúng ta vô cùng phong phú. Càng ngẫm suy thì càng thấy được sự đa dạng, sự tôn nghiêm, sự chuẩn mực và ý thức, nề nếp của dòng họ chúng ta.  "
279,Lễ trao thưởng khuyên học tại thành phố Hà Nội năm 2018,le-trao-thuong-khuyen-hoc-tai-thanh-pho-ha-noi-nam-2018-4,2020-08-31 10:15:24.000,Nhật ký Dòng họ,NULL,"Ngày 18 tháng 8 năm 2018 họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định tổ chức lễ trao thưởng khuyến học, khuyến tài chúc mừng các cháu học sinh đạt thành tích xuất sắc trong năm học 2017-2018 tại thành phố Hà Nội"
275,Giỗ tổ năm 2018,gio-to-nam-2018-2,2019-08-27 11:15:18.000,Nhật ký Dòng họ,NULL,"Kể từ ngày khánh thành nhà thờ tổ đến nay đã 15 năm cũng là 15 kỳ thanh minh dòng họ ta tổ chức lễ giỗ tổ hằng năm. Hoạt động giỗ tổ của dòng họ đã trở thành nề nếp, nội dung ngày càng phong phú. Ngày giỗ tổ là ngày con cháu được thắp nhang, thể hiện lòng tôn kính của mình với anh linh các vị tiên tổ tại chính nơi tổ tiên sinh ra, mất đi an tọa tại đây. Ngày giỗ tổ cũng là ngày hội tình thân ấm áp, hân hoan của tất cả mọi người ở các miền hội tụ về đây, rồi cùng nhau vui vẻ thụ lộc tổ tiên… "
149,Dòng họ thăm các gia đình ở tỉnh Hòa Bình,dong-ho-tham-cac-gia-inh-o-tinh-hoa-binh,2025-03-22 19:43:26.000,Nhật ký Dòng họ,~/uploads/Screenshot 2025-03-22 194258.png2232025194326.jpg,"Ngày11 tháng 5 năm 2024, phái đoàn dòng họ do ông Dương Thành chiến trưởng tộc, chủ tịch hội đồng gia tộc, ông Dương Ngọc Tiến thư ký ban khuyến học, khuyến tài, phúc thọ và một số thành viên tại thành phố Hà Nội đến chuc thọ bà Lê Thị Hà tại gia đình."
97,Tết của một gia đình dòng họ,tet-cua-mot-gia-inh-dong-ho,2016-02-12 15:15:05.000,Nhật ký Dòng họ,~/uploads/IMG_2903_2.JPG722016191255.jpg,"Tết là ngày hội đoàn viên của gia đình. Tết là khoảnh khắc để ta ngoái lại những ký ức đã qua. Tết là những mục tiêu của mình năm tới. Thời khắc giao thừa của năm thật háo hức, thật thiêng liêng...Chúng ta soi mình và cũng nhìn xem cuộc sống quanh ta. Ban biên tập trang Website xin đăng tết của một gia đình trong dòng họ năm Ất Mùi. Mỗi nơi, mỗi người một vẻ...Để mùa xuân đến với mỗi gia đình...Mời các bạn đón xem, cảm nhận và cùng suy ngẫm..."
110,"Lễ trao thưởng khuyến học, khuyến tài, phúc thọ năm 2015,2016",le-trao-thuong-khuyen-hoc-khuyen-tai-phuc-tho-nam-2015-2016,2020-08-31 10:11:47.000,Nhật ký Dòng họ,~/uploads/hientailanguyenkhiquocgia.jpg2992016102950.jpg,"Ngay sau khi bản qui định khuyến học, khuyến tài, phúc thọ của dòng họ ra đời thì công tác này được triển khai đồng bộ ở tất cả các nơi có người của dòng họ ta cư trú. Hoạt động nổi bật là ở quê hương thôn Dương Hồi, thành phố Nam Định, thành phố Hà Nội, tỉnh Hà Giang, tỉnh Lạng Sơn và tỉnh Hòa Bình. Nhiệm kỳ thứ nhất kết thúc, chúng ta cùng nhau xem lại  qua hai năm thực hiện 2015, 2016 để các năm tiếp theo có những hoạt động tốt hơn."
114,Chương trình văn nghệ buổi giỗ tổ năm 2017,chuong-trinh-van-nghe-buoi-gio-to-nam-2017,2017-04-07 19:51:36.000,Nhật ký Dòng họ,~/uploads/FH4A1705.JPG742017195136.jpg,"Buổi lễ giỗ tổ dòng họ Dương Văn gồm hai phần, đó là phần lễ và phần hội. Trong phần hội ngày giỗ tổ năm 2017 có một chương trình văn nghệ. Đây là lần đầu tiên dòng họ đưa chương trình này vào buổi lễ và cũng từ đây mở màn cho mọi người ở các tỉnh thành chuẩn bị, lựa chọn tiết mục xuất sắc để trình diễn, giao lưu vào dịp giỗ tổ các năm tới..."
112,Giỗ tổ năm 2016,gio-to-nam-2016,2017-03-23 11:21:50.000,Nhật ký Dòng họ,~/uploads/7469_1246441963.jpg2232017172944.jpg,"Cũng kể từ khi có website dòng họ ra đời đã ghi lại những dòng nhật ký về hoạt động, hình ảnh của những ngày giỗ tổ. Ghi lại những sự kiện lớn của dòng họ ở quê hương, ở các miền, ở các lĩnh vực. Từ đó mọi người trong dòng họ càng hiểu nhau hơn, quí trọng nhau hơn. Họ kết nối tình cảm với nhau ở khắp nơi, mọi miền, ở mọi lúc, mọi nơi. Tạo nên một sức mạnh ngày càng lan tỏa và đặc biệt là lưu lại được những tư liệu quí giá cho muôn đời con cháu thuộc những thế hệ về sau…"
118,Giỗ tổ năm 2017,gio-to-nam-2017,2018-03-17 19:50:35.000,Nhật ký Dòng họ,~/uploads/FH4A1371.JPG1732018195035.jpg,"Tùy theo sự kiện từng năm mà có thêm phần tế lễ, nhìn lại 5 năm qua phần lễ của dòng họ chúng ta vô cùng phong phú. Càng ngẫm suy thì càng thấy được sự đa dạng, sự tôn nghiêm, sự chuẩn mực và ý thức, nề nếp của dòng họ chúng ta."
132,Lễ trao thưởng khuyên học tại thành phố Hà Nội năm 2018,le-trao-thuong-khuyen-hoc-tai-thanh-pho-ha-noi-nam-2018-2,2020-08-31 10:15:24.000,Nhật ký Dòng họ,~/uploads/FH4A2764.JPG3182020101525.jpg,"Ngày 18 tháng 8 năm 2018 họ Dương Văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định tổ chức lễ trao thưởng khuyến học, khuyến tài chúc mừng các cháu học sinh đạt thành tích xuất sắc trong năm học 2017-2018 tại thành phố Hà Nội"
128,Giỗ tổ năm 2018,gio-to-nam-2018,2019-08-27 11:15:18.000,Nhật ký Dòng họ,~/uploads/FH4A1032.JPG242019123321.jpg,"Kể từ ngày khánh thành nhà thờ tổ đến nay đã 15 năm cũng là 15 kỳ thanh minh dòng họ ta tổ chức lễ giỗ tổ hằng năm. Hoạt động giỗ tổ của dòng họ đã trở thành nề nếp, nội dung ngày càng phong phú. Ngày giỗ tổ là ngày con cháu được thắp nhang, thể hiện lòng tôn kính của mình với anh linh các vị tiên tổ tại chính nơi tổ tiên sinh ra, mất đi an tọa tại đây. Ngày giỗ tổ cũng là ngày hội tình thân ấm áp, hân hoan của tất cả mọi người ở các miền hội tụ về đây, rồi cùng nhau vui vẻ thụ lộc tổ tiên…"
55,Trưởng tộc Dương Tiến Sừ,truong-toc-duong-tien-su,2016-11-14 10:05:05.000,Nhật ký Dòng họ,~/uploads/IMG_1658.JPG216201518432.jpg,"Ông Dương Tiến Sừ, một con người đôn hậu, mẫu mực vô cùng, người có công lớn nhất xây dựng lại Tổ Đường, văn hóa tâm linh dòng tộc. Ở ông là cả một tấm lòng trong sáng hết lòng vì dòng tộc thân yêu và có sức mạnh tinh thần lan tỏa tới mỗi gia đình...Dòng họ Dương Văn sẽ đời đời ghi nhớ tình cảm, tấm lòng cao cả của ông..."
56,Giỗ tổ năm 2013,gio-to-nam-2013,2015-06-21 18:09:22.000,Nhật ký Dòng họ,~/uploads/8.jpg216201518922.jpg,"- Giỗ tổ dòng họ năm 2013, ngày 24 tháng  2 năm Quí tỵ có ba sự kiện lớn:
+ Điếu tế ông trưởng tộc Dương Tiến Sừ
+ Lễ tôn trưởng tộc Dương Thành Chiến và thủ nhang Dương Văn Hải.
+ Hội nghị thẩm định và nhất trí 100% bản dự thảo Gia phả Dòng họ Dương Văn và tiếp tục giao cho ông Dương Tiến Soa chỉnh sửa hoàn chỉnh, biên tập, in phát hành đồng thời triển khai Website dòng họ.
- Ngày 30/11/2013 ( Quí tỵ ) bản gia phả Dòng họ Dương Văn chính thức phát hành và Website: donghoduongvan.com ra mắt do con trai ông là Dương Anh Tuấn lập trình.
"
57,Giỗ tổ năm 2014,gio-to-nam-2014,2016-11-09 21:04:43.000,Nhật ký Dòng họ,~/uploads/Vai 1.jpg2162015181357.jpg,"Giỗ tổ dòng họ năm 2014, Ngày 6 tháng 3 năm Giáp Ngọ có sự kiện trọng đại là dòng họ làm lễ tấu trình lên Tổ tiên bản gia phả dòng họ và Website donghoduongvan.com."
58,Giỗ tổ năm 2015,gio-to-nam-2015,2015-06-21 18:16:39.000,Nhật ký Dòng họ,~/uploads/Chinh dien.jpg2162015181639.jpg,"* Giỗ tổ dòng họ năm 2015, ngày 17 tháng 2 năm Ất mùi có hai sự kiện lớn:
- Khuôn viên đất nhà thờ dòng họ đã về nguyên trạng mảnh đất Tổ tiên trước đây để lại ( trong đó mua năm 2003 là 103,5m2, công đức năm 2015 là 192,5m2, diện tích hiện nay là 296m2. Diện tích khuôn viên này được mở rộng vượt so với năm 1860 là 101m2, đây là một phần đất của ông Dương Văn Sang trước đây ăn liền với đất nhà thờ...
"
59,Nhật ký dòng họ,nhat-ky-dong-ho,2016-03-05 11:06:59.000,Nhật ký Dòng họ,~/uploads/logo dong ho.png53201611659.jpg,"Trước năm 2003 thông tin của đất nước ta vô cùng hạn chế, trao đổi,  liên lạc chủ yếu bằng con đường thư tín hoặc trực tiếp gặp nhau. Sau năm 2003, tuy rằng đất nước trên đà phát triển nhưng..."
42,Năm 2014,nam-2014,2015-05-11 21:03:07.000,Khác,~/uploads/ogo_www.png,"Giỗ tổ dòng họ năm 2014, Ngày 6 tháng 3 năm Giáp Ngọ có sự kiện trọng đại là dòng họ làm lễ tấu trình lên Tổ tiên bản gia phả dòng họ và Website donghoduongvan.com."
